tier,fico,approve date,term,amount,car type,competition apr,accept,apr,prime,partner bin
1,741,8/3/2002,60,30000,U,5.75,0,5.35,1.8,3
3,686,8/3/2002,60,11862.5,U,5.75,1,6.44,1.8,3
1,746,8/4/2002,60,18765,U,5.75,1,5.35,1.8,3
1,764,8/4/2002,60,32000,U,5.75,0,5.35,1.8,1
1,803,8/5/2002,60,18907.36,U,5.75,1,5.35,1.7888,3
1,769,8/4/2002,60,26271,U,5.75,0,5.35,1.8,1
3,677,8/4/2002,60,24000,U,5.75,0,6.44,1.8,3
1,741,8/5/2002,60,22000,U,5.75,0,5.35,1.7888,1
2,716,8/5/2002,60,35000,U,5.75,0,5.35,1.7888,1
1,730,8/5/2002,60,16674.5,U,5.75,1,5.35,1.7888,1
1,733,8/5/2002,60,20233.9,U,5.75,1,5.35,1.7888,3
1,811,8/5/2002,60,21473.5,U,5.75,1,5.35,1.7888,1
1,742,8/5/2002,60,15084.5,U,5.75,1,5.35,1.7888,1
4,666,8/5/2002,60,40000,U,5.75,0,7.89,1.7888,1
2,713,8/5/2002,60,20750,U,5.75,0,5.35,1.7888,1
1,786,8/5/2002,60,10714.78,U,5.75,1,5.35,1.7888,1
2,729,8/5/2002,60,11060,U,5.75,1,5.35,1.7888,3
1,747,8/5/2002,60,31600,U,5.75,0,5.35,1.7888,3
3,692,8/5/2002,60,7470,U,5.75,1,6.99,1.7888,1
1,746,8/5/2002,60,40000,U,5.75,0,5.35,1.7888,3
3,689,8/5/2002,60,15000,U,5.75,0,6.44,1.7888,1
1,771,8/5/2002,60,13619.64,U,5.75,1,5.35,1.7888,3
3,677,8/5/2002,60,40000,U,5.75,0,6.44,1.7888,3
1,764,8/5/2002,60,18019.78,U,5.75,1,5.35,1.7888,1
1,784,8/5/2002,60,10610.4,U,5.75,1,5.35,1.7888,3
1,740,8/5/2002,60,9770.5,U,5.75,1,5.35,1.7888,1
1,758,8/5/2002,60,28000,U,5.75,0,5.35,1.7888,1
2,725,8/6/2002,60,17531,U,5.75,1,5.35,1.78,1
2,700,8/6/2002,60,15957.5,U,5.75,1,5.35,1.78,3
1,738,8/6/2002,60,18956.46,U,5.75,1,5.35,1.78,1
1,773,8/6/2002,60,23500,U,5.75,0,5.35,1.78,3
3,691,8/6/2002,60,29000,U,5.75,0,6.44,1.78,3
2,718,8/6/2002,60,16514.58,U,5.75,1,5.35,1.78,1
1,768,8/6/2002,60,15197,U,5.75,1,5.35,1.78,3
3,694,8/6/2002,60,13078.75,U,5.75,1,6.44,1.78,1
4,651,8/6/2002,60,14346.4,U,5.75,1,7.89,1.78,1
4,663,8/6/2002,60,16335.88,U,5.75,1,7.89,1.78,3
3,689,8/6/2002,60,27621,U,5.75,0,6.44,1.78,3
2,716,8/6/2002,60,18000,U,5.75,0,5.35,1.78,1
1,733,8/6/2002,60,23240,U,5.75,0,5.35,1.78,1
1,793,8/6/2002,60,20000,U,5.75,1,5.35,1.78,1
1,765,8/6/2002,60,11000,U,5.75,1,5.35,1.78,3
2,709,8/6/2002,60,24767,U,5.75,0,5.35,1.78,3
2,717,8/6/2002,60,22000,U,5.75,1,5.35,1.78,1
2,714,8/6/2002,60,11205.74,U,5.75,1,5.35,1.78,1
4,664,8/6/2002,60,37000,U,5.75,0,7.89,1.78,3
1,795,8/6/2002,60,13759.47,U,5.75,1,5.35,1.78,3
1,773,8/6/2002,60,28000,U,5.75,0,5.35,1.78,1
1,784,8/6/2002,60,26000,U,5.75,0,5.35,1.78,3
3,696,8/7/2002,60,28000,U,5.75,0,6.44,1.78,1
4,644,8/7/2002,60,13170.79,U,5.75,0,7.89,1.78,1
2,717,8/7/2002,60,21993,U,5.75,0,5.35,1.78,1
2,709,8/7/2002,60,26910.7,U,5.75,1,5.35,1.78,1
4,649,8/7/2002,60,27000,U,5.75,0,7.89,1.78,1
2,729,8/7/2002,60,13297,U,5.75,0,5.35,1.78,3
1,759,8/7/2002,60,26271,U,5.75,0,5.35,1.78,3
1,760,8/7/2002,60,9859,U,5.75,1,5.35,1.78,3
1,758,8/7/2002,60,42000,U,5.75,1,5.35,1.78,1
3,688,8/7/2002,60,20000,U,5.75,0,6.44,1.78,3
1,811,8/7/2002,60,19101.23,U,5.75,1,5.35,1.78,3
3,679,8/7/2002,60,43100,U,5.75,1,6.44,1.78,1
2,723,8/7/2002,60,17244.38,U,5.75,1,5.35,1.78,1
3,672,8/8/2002,60,19000,U,5.75,0,6.44,1.7775,3
1,785,8/7/2002,60,27303.64,U,5.75,1,5.35,1.78,3
2,717,8/7/2002,60,34000,U,5.75,0,4.89,1.78,1
3,681,8/7/2002,60,16988.42,U,5.75,1,6.44,1.78,3
1,785,8/8/2002,60,30000,U,5.75,0,5.35,1.7775,1
4,653,8/8/2002,60,14345.65,U,5.75,1,7.89,1.7775,1
2,726,8/8/2002,60,26452.54,U,5.75,1,5.35,1.7775,3
4,660,8/8/2002,60,21000,U,5.75,0,7.89,1.7775,1
2,723,8/9/2002,60,16082.68,U,5.75,1,5.35,1.78,3
1,779,8/8/2002,60,27000,U,5.75,0,5.35,1.7775,1
1,740,8/8/2002,60,15456.56,U,5.75,1,5.35,1.7775,1
1,753,8/8/2002,60,13490,U,5.75,1,5.35,1.7775,3
4,652,8/8/2002,60,22992,U,5.75,0,7.89,1.7775,1
4,655,8/8/2002,60,14076.44,U,5.75,1,7.89,1.7775,3
3,670,8/8/2002,60,30591.3,U,5.75,1,6.44,1.7775,1
3,672,8/8/2002,60,30000,U,5.75,0,6.44,1.7775,1
4,642,8/8/2002,60,11439.39,U,5.75,1,7.89,1.7775,1
4,666,8/8/2002,60,7500,U,5.75,1,7.89,1.7775,3
3,673,8/9/2002,60,18200,U,5.75,1,6.44,1.78,1
3,673,8/9/2002,60,11164.94,U,5.75,1,6.44,1.78,1
3,674,8/9/2002,60,14030.1,U,5.75,1,6.44,1.78,1
2,706,8/9/2002,60,30300,U,5.75,0,5.35,1.78,1
4,652,8/9/2002,60,22000,U,5.75,0,7.89,1.78,1
2,711,8/9/2002,60,20826.79,U,5.75,1,5.35,1.78,3
2,705,8/9/2002,60,44900,U,5.75,1,5.35,1.78,1
2,715,8/9/2002,60,32000,U,5.75,0,5.35,1.78,1
1,757,8/9/2002,60,24784,U,5.75,0,5.35,1.78,3
3,676,8/9/2002,60,23003,U,5.75,1,6.44,1.78,1
1,806,8/9/2002,60,29650,U,5.75,0,5.35,1.78,3
2,707,8/9/2002,60,12825.75,U,5.75,1,5.35,1.78,1
1,731,8/9/2002,60,16302.57,U,5.75,1,5.35,1.78,1
4,661,8/10/2002,60,11000,U,5.75,1,6.7,1.78,1
1,792,8/10/2002,60,17959,U,5.75,1,5.35,1.78,3
3,687,8/10/2002,60,15000,U,5.75,1,6.44,1.78,3
1,746,8/10/2002,60,28409,U,5.75,0,5.35,1.78,1
3,670,8/10/2002,60,18919,U,5.75,1,6.44,1.78,1
4,664,8/10/2002,60,31000,U,5.75,0,7.89,1.78,1
1,765,8/10/2002,60,28100,U,5.75,0,5.35,1.78,1
2,726,8/10/2002,60,16142.24,U,5.75,1,5.35,1.78,3
3,671,8/10/2002,60,26734.65,U,5.75,1,6.44,1.78,1
2,701,8/10/2002,60,11366.12,U,5.75,1,5.35,1.78,1
1,746,8/10/2002,60,23000,U,5.75,1,5.35,1.78,1
3,688,8/10/2002,60,23543,U,5.75,0,6.44,1.78,1
1,773,8/11/2002,60,6000,U,5.75,1,5.35,1.78,3
3,685,8/11/2002,60,18150.94,U,5.75,1,5.76,1.78,1
1,751,8/11/2002,60,25000,U,5.75,0,5.35,1.78,3
3,685,8/11/2002,60,19464.56,U,5.75,1,6.44,1.78,3
2,720,8/11/2002,60,45000,U,5.75,0,5.35,1.78,1
2,726,8/12/2002,60,22000,U,5.75,0,5.35,1.78,1
1,779,8/12/2002,60,26000,U,5.75,0,5.35,1.78,1
2,717,8/12/2002,60,30000,U,5.75,0,5.35,1.78,1
1,730,8/12/2002,60,24000,U,5.75,0,5.35,1.78,1
4,657,8/12/2002,60,22270,U,5.75,0,6.5,1.78,3
3,698,8/12/2002,60,15534.47,U,5.75,1,6.44,1.78,1
4,645,8/12/2002,60,40000,U,5.75,0,7.89,1.78,1
1,744,8/12/2002,60,32615.31,U,5.75,1,5.35,1.78,1
2,725,8/12/2002,60,19958.55,U,5.75,1,5.35,1.78,1
1,748,8/12/2002,60,33000,U,5.75,0,5.35,1.78,1
4,653,8/12/2002,60,15579.68,U,5.75,1,7.89,1.78,1
1,805,8/12/2002,60,24558,U,5.75,0,5.35,1.78,3
3,681,8/12/2002,60,26500,U,5.75,0,6.44,1.78,3
3,674,8/12/2002,60,21695.14,U,5.75,1,6.44,1.78,3
3,680,8/12/2002,60,11340,U,5.75,1,6.44,1.78,3
4,656,8/12/2002,60,11512,U,5.75,1,7.89,1.78,3
3,673,8/13/2002,60,8030.77,U,5.75,1,6.44,1.78,3
4,648,8/13/2002,60,27500,U,5.75,0,7.89,1.78,1
1,758,8/13/2002,60,14745,U,5.75,1,5.35,1.78,1
1,738,8/13/2002,60,35000,U,5.75,0,5.35,1.78,1
4,658,8/13/2002,60,30000,U,5.75,0,7.89,1.78,1
4,647,8/13/2002,60,32884.34,U,5.75,1,7.89,1.78,1
2,704,8/13/2002,60,18513.22,U,5.75,1,5.35,1.78,3
3,680,8/13/2002,60,11985.47,U,5.75,1,6.44,1.78,3
1,740,8/13/2002,60,19989,U,5.75,1,5.35,1.78,1
1,758,8/13/2002,60,40000,U,5.75,0,5.35,1.78,1
1,790,8/14/2002,60,15089.5,U,5.75,1,5.35,1.78,3
1,745,8/14/2002,60,22500,U,5.75,0,5.35,1.78,1
3,688,8/14/2002,60,18003.75,U,5.75,1,6.44,1.78,3
3,674,8/14/2002,60,23078,U,5.75,1,6.44,1.78,1
1,733,8/14/2002,60,35000,U,5.75,0,5.35,1.78,3
2,726,8/14/2002,60,17500,U,5.75,0,5.35,1.78,3
1,740,8/14/2002,60,16174,U,5.75,1,5.35,1.78,3
1,743,8/14/2002,60,27000,U,5.75,0,5.35,1.78,3
4,641,8/14/2002,60,22730.26,U,5.75,1,7.89,1.78,1
1,806,8/14/2002,60,8455.13,U,5.75,1,5.35,1.78,3
1,789,8/15/2002,60,65000,U,5.75,0,5.35,1.79,1
1,784,8/15/2002,60,27186,U,5.75,0,5.35,1.79,3
3,677,8/15/2002,60,23307.03,U,5.75,1,6.44,1.79,1
1,733,8/15/2002,60,14159.34,U,5.75,1,5.35,1.79,1
2,712,8/15/2002,60,22000,U,5.75,0,5.35,1.79,1
2,706,8/15/2002,60,21006.15,U,5.75,1,5.35,1.79,3
3,671,8/15/2002,60,14397.1,U,5.75,1,6.44,1.79,3
1,751,8/15/2002,60,30000,U,5.75,0,5.35,1.79,1
2,703,8/15/2002,60,41661,U,5.75,0,5.35,1.79,1
4,664,8/15/2002,60,14461.62,U,5.75,1,7.89,1.79,1
1,780,8/15/2002,60,25000,U,5.75,0,5.35,1.79,1
3,673,8/15/2002,60,12345.51,U,5.75,1,5.76,1.79,1
2,723,8/15/2002,60,31713.9,U,5.75,1,5.35,1.79,1
2,703,8/15/2002,60,28729,U,5.75,1,5.35,1.79,3
1,777,8/15/2002,60,21046,U,5.75,0,5.35,1.79,1
1,746,8/16/2002,60,15000,U,5.75,1,5.35,1.7975,1
1,735,8/16/2002,60,28062.47,U,5.75,1,5.35,1.7975,1
3,678,8/16/2002,60,26614,U,5.75,0,6.44,1.7975,3
4,668,8/16/2002,60,12341.78,U,5.75,1,7.89,1.7975,3
4,661,8/16/2002,60,15956.25,U,5.75,1,7.89,1.7975,3
2,701,8/16/2002,60,55000,U,5.75,0,5.35,1.7975,1
4,658,8/16/2002,60,18173.3,U,5.75,1,7.89,1.7975,3
4,642,8/16/2002,60,34698,U,5.75,0,7.89,1.7975,1
4,667,8/17/2002,60,15000,U,5.75,0,7.89,1.7975,1
2,724,8/17/2002,60,26477.93,U,5.75,1,5.35,1.7975,3
2,718,8/17/2002,60,22000,U,5.75,1,5.35,1.7975,1
1,766,8/17/2002,60,14091.51,U,5.75,1,5.35,1.7975,1
2,719,8/17/2002,60,20000,U,5.75,1,5.35,1.7975,1
1,814,8/17/2002,60,6000,U,5.75,1,5.35,1.7975,3
1,731,8/17/2002,60,24500,U,5.75,0,5.35,1.7975,1
1,779,8/17/2002,60,55535.79,U,5.75,1,5.35,1.7975,1
1,776,8/17/2002,60,28000,U,5.75,0,5.35,1.7975,3
4,640,8/17/2002,60,23000,U,5.75,0,7.89,1.7975,1
1,757,8/17/2002,60,30000,U,5.75,0,5.35,1.7975,3
2,723,8/17/2002,60,13715.13,U,5.75,1,5.35,1.7975,3
3,688,8/17/2002,60,40000,U,5.75,0,6.44,1.7975,3
1,785,8/17/2002,60,19314,U,5.75,1,5.35,1.7975,3
1,764,8/17/2002,60,18226.75,U,5.75,1,5.35,1.7975,1
1,781,8/17/2002,60,26677,U,5.75,0,5.35,1.7975,1
3,677,8/17/2002,60,35000,U,5.75,0,6.44,1.7975,3
3,680,8/18/2002,60,10000,U,5.75,1,6.44,1.7975,1
2,703,8/18/2002,60,35000,U,5.75,0,5.35,1.7975,3
2,717,8/18/2002,60,9477.5,U,5.75,1,5.35,1.7975,3
3,694,8/18/2002,60,20589.75,U,5.75,1,6.44,1.7975,1
3,699,8/18/2002,60,26500,U,5.75,0,6.44,1.7975,3
4,660,8/19/2002,60,22648.53,U,5.75,1,7.89,1.805,1
4,652,8/19/2002,60,15620.94,U,5.75,1,7.89,1.805,1
2,726,8/18/2002,60,18915,U,5.75,0,5.35,1.7975,1
4,647,8/19/2002,60,25000,U,5.75,0,7.89,1.805,1
3,686,8/19/2002,60,14771.44,U,5.75,1,6.44,1.805,1
3,693,8/19/2002,60,17850,U,5.75,0,6.44,1.805,3
2,714,8/19/2002,60,29882.16,U,5.75,1,5.35,1.805,3
1,801,8/19/2002,60,23693.98,U,5.75,1,5.35,1.805,1
1,786,8/19/2002,60,17462.87,U,5.75,1,5.35,1.805,1
1,753,8/19/2002,60,17293.92,U,5.75,1,5.35,1.805,1
1,762,8/19/2002,60,14722,U,5.75,1,5.35,1.805,3
4,645,8/19/2002,60,22585.17,U,5.75,1,7.89,1.805,1
1,772,8/19/2002,60,18811.95,U,5.75,1,4.89,1.805,3
1,766,8/19/2002,60,14000,U,5.75,1,5.35,1.805,1
3,693,8/19/2002,60,17404.06,U,5.75,1,6.44,1.805,1
2,715,8/19/2002,60,30000,U,5.75,0,5.35,1.805,1
1,742,8/20/2002,60,12464.11,U,5.75,1,5.35,1.8075,1
3,690,8/20/2002,60,7625,U,5.75,1,6.44,1.8075,3
2,705,8/20/2002,60,38862,U,5.75,0,5.35,1.8075,3
3,677,8/20/2002,60,20371.55,U,5.75,1,5.76,1.8075,3
3,695,8/20/2002,60,25568.24,U,5.75,1,6.44,1.8075,3
2,717,8/20/2002,60,28125.15,U,5.75,1,5.35,1.8075,1
1,801,8/20/2002,60,24633.43,U,5.75,1,5.35,1.8075,3
3,694,8/20/2002,60,30000,U,5.75,0,6.44,1.8075,1
4,657,8/20/2002,60,27778,U,5.75,0,7.89,1.8075,1
3,694,8/20/2002,60,17522.68,U,5.75,1,6.44,1.8075,1
1,757,8/20/2002,60,25000,U,5.75,0,5.35,1.8075,1
1,768,8/20/2002,60,13388.28,U,5.75,1,5.35,1.8075,3
4,648,8/20/2002,60,22251,U,5.75,0,7.89,1.8075,3
1,776,8/20/2002,60,34114,U,5.75,1,5.35,1.8075,1
3,672,8/20/2002,60,28000,U,5.75,1,6.44,1.8075,1
3,674,8/20/2002,60,25569.33,U,5.75,1,6.44,1.8075,1
4,655,8/20/2002,60,25000,U,5.75,0,7.89,1.8075,1
1,776,8/21/2002,60,36405.69,U,5.75,1,5.35,1.8063,1
1,732,8/20/2002,60,28000,U,5.75,0,4.85,1.8075,3
2,706,8/20/2002,60,26000,U,5.75,0,5.35,1.8075,1
3,695,8/21/2002,60,30000,U,5.75,0,6.44,1.8063,1
2,724,8/21/2002,60,31500,U,5.75,0,5.35,1.8063,1
1,742,8/21/2002,60,14883,U,5.75,1,5.35,1.8063,3
1,740,8/21/2002,60,30000,U,5.75,0,5.35,1.8063,1
2,708,8/21/2002,60,15000,U,5.75,1,4.69,1.8063,3
1,778,8/21/2002,60,17173.6,U,5.75,1,5.35,1.8063,1
2,711,8/22/2002,60,16463.41,U,5.75,1,5.14,1.81,1
1,787,8/22/2002,60,34000,U,5.75,0,5.35,1.81,1
1,730,8/21/2002,60,8929.7,U,5.75,1,5.35,1.8063,1
4,659,8/21/2002,60,18500,U,5.75,0,7.89,1.8063,1
2,711,8/21/2002,60,39999.99,U,5.75,1,5.35,1.8063,1
1,731,8/21/2002,60,14312.5,U,5.75,1,5.35,1.8063,1
2,706,8/21/2002,60,38000,U,5.75,0,5.35,1.8063,1
4,669,8/22/2002,60,22000,U,5.75,0,7.89,1.81,3
1,783,8/22/2002,60,11720,U,5.75,1,5.35,1.81,1
4,656,8/22/2002,60,10637.65,U,5.75,1,7.89,1.81,1
3,673,8/22/2002,60,22800,U,5.75,0,6.44,1.81,1
2,725,8/22/2002,60,16075.75,U,5.75,1,5.35,1.81,3
1,789,8/22/2002,60,26898.99,U,5.75,1,5.35,1.81,1
3,711,8/22/2002,60,18970.66,U,5.75,1,5.99,1.81,3
1,816,8/23/2002,60,25000,U,5.75,0,5.35,1.8113,3
3,676,8/23/2002,60,19855.86,U,5.75,1,6.14,1.8113,1
1,767,8/23/2002,60,15577.82,U,5.75,1,5.35,1.8113,2
4,651,8/23/2002,60,33000,U,5.75,1,7.89,1.8113,1
4,660,8/23/2002,60,22775,U,5.75,0,7.89,1.8113,3
2,711,8/23/2002,60,25000,U,5.75,0,4.89,1.8113,1
1,762,8/23/2002,60,44000,U,5.75,0,5.35,1.8113,1
3,693,8/23/2002,60,20640,U,5.75,1,6.44,1.8113,2
1,755,8/23/2002,60,13118.3,U,5.75,1,5.35,1.8113,1
2,700,8/23/2002,60,13100,U,5.75,1,5.35,1.8113,1
2,711,8/23/2002,60,30000,U,5.75,0,5.35,1.8113,3
4,667,8/23/2002,60,11147.05,U,5.75,1,7.89,1.8113,2
3,681,8/24/2002,60,26000,U,5.75,0,6.44,1.8113,3
1,774,8/24/2002,60,12124.08,U,5.75,1,5.35,1.8113,1
1,736,8/24/2002,60,19970.54,U,5.75,1,5.35,1.8113,1
1,737,8/24/2002,60,16046,U,5.75,0,5.35,1.8113,3
2,721,8/24/2002,60,16707.77,U,5.75,1,5.35,1.8113,1
4,644,8/24/2002,60,15506.17,U,5.75,1,7.89,1.8113,1
1,751,8/24/2002,60,25000,U,5.75,0,5.35,1.8113,1
1,790,8/24/2002,60,11491.53,U,5.75,1,5.35,1.8113,3
1,733,8/24/2002,60,15794.4,U,5.75,1,5.35,1.8113,3
4,643,8/24/2002,60,17500,U,5.75,0,7.89,1.8113,3
3,690,8/24/2002,60,16427,U,5.75,0,6.44,1.8113,1
4,667,8/24/2002,60,45000,U,5.75,0,7.89,1.8113,1
1,761,8/24/2002,60,18000,U,5.75,0,5.35,1.8113,1
2,710,8/25/2002,60,28000,U,5.75,0,5.35,1.8113,1
3,686,8/25/2002,60,29000,U,5.75,0,6.44,1.8113,3
1,750,8/25/2002,60,9672.68,U,5.75,1,5.35,1.8113,2
2,707,8/25/2002,60,25000,U,5.75,0,5.35,1.8113,1
1,732,8/25/2002,60,28500,U,5.75,0,5.35,1.8113,3
2,704,8/25/2002,60,16356,U,5.75,1,5.35,1.8113,2
1,752,8/25/2002,60,24390,U,5.75,1,5.35,1.8113,2
1,730,8/25/2002,60,18000,U,5.75,0,5.35,1.8113,1
1,735,8/25/2002,60,30000,U,5.75,0,5.35,1.8113,1
1,748,8/25/2002,60,20736.2,U,5.75,1,5.35,1.8113,3
1,758,8/25/2002,60,15000,U,5.75,1,5.35,1.8113,1
1,730,8/25/2002,60,19347,U,5.75,1,5.35,1.8113,3
2,720,8/26/2002,60,10000,U,5.75,1,5.35,1.8113,1
1,732,8/26/2002,60,9000,U,5.75,1,5.35,1.8113,3
1,738,8/26/2002,60,22495,U,5.75,1,4.98,1.8113,2
2,723,8/26/2002,60,15238.9,U,5.75,1,5.35,1.8113,1
2,718,8/26/2002,60,19173.11,U,5.75,1,5.35,1.8113,2
1,741,8/26/2002,60,65000,U,5.75,1,5.35,1.8113,1
1,766,8/26/2002,60,23226.25,U,5.75,1,5.35,1.8113,2
2,728,8/26/2002,60,23679,U,5.75,0,5.35,1.8113,3
1,738,8/26/2002,60,40000,U,5.75,0,4.85,1.8113,3
1,806,8/26/2002,60,30000,U,5.75,0,5.35,1.8113,1
1,733,8/26/2002,60,18603.78,U,5.75,1,5.35,1.8113,3
2,704,8/26/2002,60,19160,U,5.75,0,5.35,1.8113,1
1,756,8/26/2002,60,14488.43,U,5.75,1,5.35,1.8113,2
1,773,8/26/2002,60,23500,U,5.75,1,5.35,1.8113,1
4,666,8/26/2002,60,13513,U,5.75,0,7.89,1.8113,1
1,750,8/26/2002,60,17074.5,U,5.75,1,5.35,1.8113,1
1,781,8/26/2002,60,12500.7,U,5.75,1,5.35,1.8113,1
1,771,8/26/2002,60,24374.7,U,5.75,1,5.35,1.8113,3
1,739,8/27/2002,60,30000,U,5.75,0,5.35,1.8113,1
2,725,8/26/2002,60,14000,U,5.75,1,5.35,1.8113,2
3,691,8/26/2002,60,33000,U,5.75,0,6.44,1.8113,3
2,701,8/26/2002,60,28526.9,U,5.75,1,5.35,1.8113,1
2,727,8/26/2002,60,30000,U,5.75,0,5.35,1.8113,1
2,724,8/27/2002,60,32000,U,5.75,0,5.35,1.8113,1
1,735,8/27/2002,60,30000,U,5.75,0,5.35,1.8113,3
1,768,8/27/2002,60,24318.42,U,5.75,1,5.35,1.8113,3
1,748,8/27/2002,60,16810.75,U,5.75,1,5.35,1.8113,2
1,731,8/27/2002,60,21355.5,U,5.75,1,5.35,1.8113,1
3,695,8/27/2002,60,20386.81,U,5.75,1,5.98,1.8113,3
1,794,8/27/2002,60,16244.24,U,5.75,1,5.35,1.8113,2
4,640,8/27/2002,60,29500,U,5.75,0,7.89,1.8113,1
3,672,8/27/2002,60,35781.82,U,5.75,1,6.44,1.8113,1
1,752,8/27/2002,60,40000,U,5.75,0,5.35,1.8113,1
1,774,8/27/2002,60,11618,U,5.75,0,5.35,1.8113,2
3,682,8/27/2002,60,18000,U,5.75,0,6.44,1.8113,1
1,741,8/27/2002,60,20000,U,5.75,0,5.35,1.8113,3
1,757,8/28/2002,60,23600,U,5.75,0,5.35,1.82,3
1,791,8/28/2002,60,31500,U,5.75,0,5.35,1.82,3
1,763,8/27/2002,60,21830.78,U,5.75,1,5.35,1.8113,1
1,742,8/28/2002,60,17319.66,U,5.75,1,5.35,1.82,1
1,755,8/28/2002,60,27015.25,U,5.75,1,5.35,1.82,3
2,675,8/28/2002,60,13325.02,U,5.75,1,5.35,1.82,1
2,701,8/28/2002,60,10926.59,U,5.75,1,5.35,1.82,2
2,708,8/28/2002,60,15143,U,5.75,0,5.35,1.82,1
2,703,8/29/2002,60,17327.75,U,5.75,1,5.35,1.82,2
1,757,8/29/2002,60,21159.78,U,5.75,1,5.35,1.82,1
1,793,8/28/2002,60,23772.32,U,5.75,1,5.35,1.82,1
1,774,8/28/2002,60,24991,U,5.75,0,5.35,1.82,1
3,677,8/29/2002,60,26005.38,U,5.75,1,6.44,1.82,3
1,737,8/29/2002,60,17984.62,U,5.75,1,5.35,1.82,3
2,709,8/29/2002,60,18110,U,5.75,1,5.35,1.82,2
2,703,8/29/2002,60,18556.25,U,5.75,1,5.35,1.82,2
2,702,8/29/2002,60,65000,U,5.75,0,4.99,1.82,3
4,640,8/29/2002,60,12000,U,5.75,1,7.89,1.82,1
1,811,8/29/2002,60,30000,U,5.75,0,5.35,1.82,1
1,772,8/28/2002,60,35000,U,5.75,0,5.35,1.82,3
1,786,8/29/2002,60,9551.08,U,5.75,1,5.35,1.82,1
1,775,8/29/2002,60,28228,U,5.75,0,5.35,1.82,1
1,803,8/29/2002,60,21900,U,5.75,0,5.35,1.82,1
1,788,8/29/2002,60,25000,U,5.75,0,5.35,1.82,1
3,683,8/29/2002,60,28662,U,5.75,0,6.44,1.82,1
4,605,8/29/2002,60,16704,U,5.75,1,7.89,1.82,1
4,642,8/30/2002,60,11954.89,U,5.75,0,7.89,1.82,1
2,710,8/30/2002,60,15906.58,U,5.75,1,5.35,1.82,1
1,779,8/29/2002,60,20000,U,5.75,0,5.35,1.82,1
1,818,8/29/2002,60,25515.16,U,5.75,1,5.35,1.82,1
1,761,8/29/2002,60,24050,U,5.75,0,5.35,1.82,1
4,665,8/29/2002,60,21084.6,U,5.75,1,7.89,1.82,3
3,699,8/30/2002,60,30000,U,5.75,0,6.44,1.82,1
2,713,8/30/2002,60,17122.5,U,5.75,1,5.35,1.82,1
4,641,8/29/2002,60,8721.4,U,5.75,1,7.89,1.82,3
1,759,8/30/2002,60,17097,U,5.75,1,5.35,1.82,2
2,704,8/30/2002,60,22395.96,U,5.75,1,5.35,1.82,1
4,661,8/30/2002,60,19157,U,5.75,0,7.89,1.82,3
1,733,8/30/2002,60,29950.31,U,5.75,1,5.35,1.82,1
1,757,8/30/2002,60,9829.72,U,5.75,1,5.35,1.82,1
1,755,8/30/2002,60,25250,U,5.75,1,5.07,1.82,2
1,750,8/30/2002,60,17951,U,5.75,0,5.49,1.82,3
3,698,8/30/2002,60,14773.41,U,5.75,1,6.44,1.82,3
1,797,8/30/2002,60,25000,U,5.75,1,5.35,1.82,1
2,724,8/30/2002,60,32572.01,U,5.75,1,5.35,1.82,1
1,743,8/30/2002,60,39000,U,5.75,0,5.35,1.82,1
1,758,8/30/2002,60,11940,U,5.75,0,5.35,1.82,3
3,676,8/30/2002,60,40000,U,5.75,0,6.44,1.82,3
4,661,8/30/2002,60,34977.23,U,5.75,1,7.89,1.82,2
2,700,8/30/2002,60,20049,U,5.75,1,5.35,1.82,1
2,702,8/30/2002,60,28000,U,5.75,0,5.35,1.82,3
3,692,8/30/2002,60,13845.77,U,5.75,1,6.44,1.82,3
1,811,8/30/2002,60,37354,U,5.75,0,5.35,1.82,3
2,711,8/30/2002,60,41000,U,5.75,0,5.35,1.82,1
1,757,8/30/2002,60,29586,U,5.75,0,5.35,1.82,1
4,646,8/30/2002,60,25000,U,5.75,0,7.89,1.82,1
1,811,8/30/2002,60,11250,U,5.75,1,5.35,1.82,1
3,676,8/30/2002,60,26289.95,U,5.75,1,6.44,1.82,2
1,731,8/31/2002,60,6500,U,5.75,1,5.35,1.82,3
1,772,8/31/2002,60,28898,U,5.75,0,5.35,1.82,1
1,771,8/31/2002,60,30000,U,5.75,0,5.35,1.82,1
1,738,8/31/2002,60,34320.8,U,5.75,1,5.35,1.82,1
1,734,8/31/2002,60,14876.16,U,5.75,1,5.35,1.82,2
1,767,8/31/2002,60,12500,U,5.75,1,5.35,1.82,3
1,815,8/31/2002,60,25000,U,5.75,0,4.98,1.82,1
1,783,8/31/2002,60,14099,U,5.75,1,5.35,1.82,1
1,774,8/31/2002,60,13332.11,U,5.75,1,5.35,1.82,1
1,757,8/31/2002,60,19254.52,U,5.75,1,5.35,1.82,1
2,713,8/31/2002,60,20000,U,5.75,0,5.35,1.82,1
2,726,8/31/2002,60,7930,U,5.75,1,5.35,1.82,1
1,757,8/31/2002,60,16173,U,5.75,1,5.35,1.82,1
2,728,8/31/2002,60,27955.75,U,5.75,1,5.35,1.82,3
2,725,8/31/2002,60,15000,U,5.75,1,5.35,1.82,2
1,792,8/31/2002,60,16867,U,5.75,0,5.35,1.82,1
3,674,9/1/2002,60,20488,U,5.75,0,6.44,1.82,1
1,763,9/1/2002,60,19978.82,U,5.75,1,5.35,1.82,1
